"DC","DSB","Lon","Lat","Anch","Mun","LogAnch"
2.378239576,-28.3645851,-77.88248575,-10.65531425,259.887156,0,5.56408796134099
29.03087981,4.305751207,-81.29678734,-5.6329,1975.771112,0,7.58922004105083
9.271581786,-43.12972992,-76.275,-13.54753083,1469.563973,0,7.29340126129802
10.75640061,-91.68538666,-78.84196708,-8.8305,26.634567,0,3.3190674166262
5.436714228,-97.37067107,-79.03155,-8.2431729,4.403431,0,1.6870341221783
3.776929064,-65.9070461,-79.62116667,-7.36422917,22.546949,0,3.15899625792944
8.420192119,-38.50103193,-76.284,-13.63390375,1106.541453,0,7.0098979305642
8.753620253,4.560095942,-75.07063583,-15.5328025,0.867219,0,0.624450158162479
31.89233617,23.04314154,-73.23106417,-16.73056417,221.292742,0,5.40399517086449
6.16970319,-14.88254979,-80.88219485,-6.28438849,4548.357924,0,8.42274138638286
2.53680485,-2.935339442,-81.17488333,-5.97740673,53.579326,0,3.99965516635821
3.885260339,-106.4827627,-78.85385965,-8.54483684,12.012264,0,2.56589229736932
46.10982869,13.40415209,-78.32689667,-10.70789833,11122.435,0,9.3168094229816
6.834249239,-95.69688772,-78.80342625,-8.82174042,3.270575,0,1.45174847859618
22.67391993,2.200131637,-76.07214899,-14.79121616,466.778934,0,6.14799582107112
1.758217852,-67.27811549,-79.46990369,-7.73405929,37.327167,0,3.64615896588608
66.52133037,-9.157812026,-78.77728,-10.24311333,1522.572248,0,7.32881301968403
38.51500918,-21.46983421,-77.58938103,-11.76186667,972.090431,0,6.88047701825786
26.41961274,14.45338364,-73.55168375,-16.51251708,0.239981,13.156828,0.215096056918908
13.50557774,-5.30455812,-76.43867895,-14.02395088,65.049943,0,4.19041116798537
34.37223674,24.36087494,-76.55765195,-14.33566667,366.395249,0,5.90643824128751
21.04735365,10.96256485,-73.36437083,-16.58270417,13.127498,6.789331,2.64812311095399
17.42737785,-0.989052328,-81.2217823,-5.42209115,102.637797,0,4.64090209919628
11.67774676,-6.013930836,-72.7775,-16.74066667,2404.815751,1648.324654,7.78564431463306
10.98708566,-93.13076814,-78.755,-8.94811458,1.795501,0,1.02801133920226
22.34433037,-12.36045333,-78.34012022,-10.24757678,180.282914,0,5.20005887173126
8.830124086,-2.879473413,-74.69476667,-15.72483333,0.781693,7,0.577564035868055
29.37898928,-36.47763791,-79.75991931,-7.67300966,1230.571292,0,7.1160461062626
12.58128937,-80.0387353,-79.28414917,-8.08582458,4104.28146,0,8.32002958470048
12.49033082,-44.69201041,-76.30687553,-13.4595961,2136.814114,24.9881,7.66753914393237
43.46946328,-31.24927682,-80.17325536,-7.19209435,0,0,0
2.344978333,-62.94035014,-79.61066667,-7.43093682,36.547062,0,3.62559513280551
7.134520056,-29.13718335,-77.70515292,-11.07583333,0.599929,92.458902,0.469959253261136
20.95591924,-27.18537689,-77.61829875,-11.52883333,47.618564,0,3.88400543328109
22.71600753,-15.16885738,-77.05215293,-12.42085293,346.073673,0,5.84953707153244
1.268026874,-17.24243856,-76.36225,-13.93296667,229.457466,0,5.44006631612492
26.69017189,-32.51554363,-77.49618785,-11.70710451,323.602868,0,5.78260249053129
2.60190615,-28.95610069,-77.86303333,-10.68316667,488.367456,0,6.19311365104515
55.94887993,18.5450706,-78.16884922,-11.11031589,4781.548697,0,8.47272888359399
27.24696173,-57.48777423,-79.54322033,-8.02850183,6055.2518,0,8.70884637285265
7.299663152,2.200724007,-73.45389083,-16.3525575,43.714545,0,3.80029884019007
4.571827188,-15.52488993,-75.71866667,-14.8375,334.373101,96.667046,5.81524364641146
45.60650218,5.85055937,-76.83170842,-13.27227088,4.407738,0,1.68783089082152
13.02570294,-6.691221138,-81.15433797,-5.42103333,102.327778,0,4.63790624607557
33.44954735,22.19161899,-73.96916375,-16.42633042,39.181573,0,3.69340850745076
43.94997741,14.31227337,-77.14976792,-12.71593458,22.288826,0,3.14797367472534
25.45033759,-59.34284866,-79.52853659,-8.02023496,2498.217699,0,7.82373304148649
6.735713119,-7.669813074,-81.2497602,-5.17909727,0,0,0
26.80881576,17.35166954,-81.54306792,-4.79266667,0.158454,0,0.147086357584921
4.067231862,-63.01063262,-79.5351422,-7.58414894,44.341325,0,3.81421886829596
6.544135174,-1.810482993,-81.20998708,-5.87482042,1055.34444,0.203388,6.96256958532538
3.851183711,-7.282657831,-81.16652833,-5.84833333,18.120446,486.06504,2.95075823371103
27.74223991,16.48360778,-73.94333083,-16.38133083,2.493346,0,1.25086001617241
24.58665517,-12.71609002,-77.91815314,-10.96645157,1291.122124,0,7.16404120309532
36.28679826,-1.665741248,-76.75698937,-13.22956968,7.894909,3.117836,2.18547909059891
5.632378939,-6.005800219,-75.43727667,-15.12905667,0.3847,0,0.325483509678531
9.85214183,-45.46164499,-77.28766667,-11.8145,568.695654,48.583138,6.34510227788081
3.810652925,-15.85390138,-75.74316667,-14.815,3.406711,9.29081,1.4831286062192
45.34892098,24.83363144,-78.60007333,-10.14240667,5.106724,0,1.80939045918009
43.96018071,12.62397815,-78.19574333,-10.86857667,227.053014,0,5.42957811947029
14.60395467,-9.005375466,-74.04695,-16.17053333,1.501115,107.380032,0.916736632445717
13.45195424,9.871383189,-74.8925,-15.6888425,0.227343,74.811326,0.204851670266024
10.00541082,-93.60452336,-78.76683333,-8.91631333,0.373346,0,0.317250097951762
28.20179774,6.997149509,-76.11566537,-14.8186987,331.335794,0,5.80614588547896
67.64376189,-4.872478641,-80.06559937,-7.8504827,0,0,0
6.684827349,-67.61075472,-79.84695433,-7.03983868,767.3744379,0,6.64427716368306
9.179888311,1.936707824,-73.85483333,-16.23674833,30.154747,409.499091,3.43896662527632
36.5067583,-10.23087056,-77.76413042,-11.613,328.226413,0,5.79674569948471
