DC,DSB,Lon,Lat,SST,SSS,Anch
40.69346532,38.88700691,-71.58,-18.02,18.81537754,34.95028526,1
41.56440166,39.87347701,-71.58902557,-18.02394224,18.87141021,34.95090732,1
43.34835797,41.58929466,-71.59726838,-18.0379718,18.9598281,34.95579482,1
45.15721834,43.32794174,-71.60537876,-18.05234085,19.04513012,34.95919014,0
46.98821976,45.09717699,-71.61372897,-18.06680179,19.12783894,34.96196331,0
48.79561722,46.84808052,-71.62196457,-18.08107913,19.20559145,34.96494615,0
50.62343221,48.62561356,-71.63040316,-18.09545316,19.27708657,34.96818412,0
52.45724583,50.4141168,-71.63893567,-18.10983567,19.28901905,34.97166959,0
54.28089164,52.19414913,-71.6473472,-18.12418054,19.27565666,34.97491875,0
56.1109088,53.98160041,-71.65581165,-18.13856165,19.26422038,34.97727991,0
57.87714347,55.69265875,-71.66407239,-18.15238905,19.2550251,34.97952514,0
59.3778207,57.32758847,-71.67787023,-18.16020119,19.24528497,34.97887365,0
60.99792256,58.93992674,-71.68701613,-18.17196559,19.23967218,34.9803398,0
62.86440187,60.71233674,-71.69423191,-18.18748048,19.23673343,34.98329307,0
64.65574758,62.38922301,-71.69994809,-18.20306284,19.23599111,34.98658166,0
66.43929252,64.06204158,-71.7055,-18.21863333,19.23672436,34.98990187,0
68.18941355,65.35053042,-71.71138721,-18.23364108,19.23877841,34.99298997,0
70.00352909,66.85475554,-71.72014464,-18.24768929,19.23551752,34.99519916,0
71.82512162,68.36786462,-71.72875133,-18.26190133,19.23101892,34.99748796,0
73.69769646,69.92547103,-71.73739621,-18.27662576,19.22666585,34.99991719,0
75.46588444,71.40499759,-71.74547896,-18.29057459,19.22283249,35.00224157,982
77.34559611,72.99009574,-71.75404293,-18.3054192,19.21906638,35.00472391,540
79.15935961,74.52770545,-71.76222705,-18.31978743,19.21571718,35.00714934,3403
81.00088168,76.0697102,-71.77000333,-18.33467333,19.21245235,35.00981033,277
89.47780895,88.11274453,-71.89641575,-18.34562808,19.24250758,34.98645347,0
90.42123532,89.13530283,-71.9140353,-18.34333333,19.24719851,34.9820949,0
91.33794522,90.11948341,-71.93076854,-18.34108333,19.25844324,34.97793494,0
21.48907117,11.54011876,-71.57023182,-17.62636742,17.95784587,34.83118379,1
19.66454525,10.54867192,-71.55389375,-17.63170208,17.83714178,34.83120991,1
17.84444504,9.352877223,-71.5375252,-17.63689147,17.70730611,34.83127313,1
16.0356348,8.091460599,-71.52123504,-17.64203333,17.56962049,34.83137392,1
14.23116084,6.736721309,-71.50491255,-17.64706248,17.42332347,34.83151007,1
12.41785438,5.374978075,-71.48865349,-17.65241492,17.26760036,34.83169256,1
10.56784712,4.339217448,-71.47204986,-17.65778347,17.10186553,34.83191661,1
8.758289141,3.200775414,-71.45602944,-17.6638013,16.93844758,34.83220126,907
7.045831353,2.140770821,-71.44029436,-17.66774812,16.77966083,34.83244607,875
5.561063212,-1.146308366,-71.42382956,-17.6615629,16.63455985,34.83228712,434
4.443106299,-2.105636588,-71.4079302,-17.65521562,16.4976032,34.83207215,47
3.509746935,-3.47789879,-71.39168185,-17.64871593,16.36012323,34.8318044,182
2.420824672,-5.119050816,-71.37592906,-17.64237286,16.2293194,34.83149671,1197
1.694588747,-6.06917162,-71.36543774,-17.64098333,16.13534784,34.83142662,3001
38.28219298,20.87937028,-71.80918304,-17.5368501,17.70971477,34.83909296,4129
38.09366488,20.62746523,-71.82168057,-17.53320971,17.78880783,34.83977813,1735
38.15387989,20.68977138,-71.83292701,-17.53187701,17.87862447,34.84032614,5161
38.37873703,20.91753867,-71.8198,-17.5361,17.79537937,34.83957924,5022
38.54954994,21.21854417,-71.80593963,-17.54013333,17.71071317,34.83882964,5377
38.54905614,-21.66861563,-71.78961667,-17.54453333,17.61590828,34.83798631,3655
37.782869,20.97606642,-71.78531273,-17.53865,17.52162993,34.83800687,1654
38.02552574,20.72156508,-71.80391817,-17.53576667,17.65454762,34.83890735,893
38.45171432,20.98921306,-71.82044564,-17.53666667,17.80551251,34.83958409,250
38.20909167,20.76778182,-71.83745644,-17.53164785,17.91744384,34.84053499,828
38.06071431,20.75132457,-71.85385915,-17.52714695,18.03681511,34.84146685,288
37.97449297,20.67315155,-71.87010962,-17.52251186,18.16613694,34.84242661,40
37.87445226,20.69673476,-71.88662062,-17.51765979,18.29237005,34.84343875,98
37.87227652,20.8851857,-71.90243263,-17.51315869,18.40938459,34.84442851,2
37.91408887,21.26473534,-71.9191647,-17.50865,18.5298959,34.8454903,5
38.0454012,21.77748824,-71.93526927,-17.5043737,18.53070906,34.84653549,4
38.28877666,22.45567252,-71.95213755,-17.50007289,18.51355546,34.84779557,8
38.55726086,23.07562879,-71.96929894,-17.4956711,18.49738303,34.84943502,110
38.787583,23.7618245,-71.98551254,-17.49125,18.48203632,34.85086956,0
39.09911185,24.56944089,-72.00200087,-17.4867,18.46755619,34.85219945,86
39.49300542,25.48535314,-72.01856939,-17.48211395,18.45438022,34.85340231,1
39.89621162,26.44886933,-72.03476479,-17.47729214,18.44126331,34.85444425,11
40.43997134,27.52702629,-72.05197007,-17.47275328,18.43169215,34.85541594,43
41.07633005,27.9367258,-72.06876951,-17.46868699,18.41222085,34.85624697,563
41.74667269,28.44994218,-72.08545236,-17.46458953,18.36055288,34.85694942,162
43.33289845,30.02374076,-72.09524107,-17.47542322,18.38855439,34.8581724,21
45.12560243,31.83927214,-72.10262618,-17.49031903,18.43798635,34.85970323,1
46.87591185,33.61291727,-72.10958668,-17.5050067,18.48617416,34.86137463,4
48.64240826,35.40186435,-72.11658333,-17.51981681,18.53359608,34.86324064,697
50.43303696,37.21425048,-72.12364087,-17.5348226,18.56324171,34.86531441,417
52.23904725,39.02970538,-72.13198754,-17.54910421,18.57432807,34.86766904,151
54.06678878,40.86852367,-72.14019012,-17.56371358,18.58912243,34.87024862,17
115.1306582,100.6065832,-72.41513008,-18.04938679,19.44658739,35.01636878,0
116.8171362,102.2761121,-72.4227465,-18.06275615,19.44399837,35.01944779,0
118.3266172,104.1409232,-72.43118249,-18.07773249,19.43975562,35.0226693,0
119.6836873,105.961173,-72.43900859,-18.09263384,19.43537595,35.02553547,0
121.0692982,107.7628037,-72.44718825,-18.10706475,19.39618487,35.02824937,0
122.4777668,109.5742364,-72.45547396,-18.12152396,19.3519573,35.03078578,0
123.9102918,111.4028067,-72.46383735,-18.13611436,19.30739204,35.0331398,1063
125.3093398,113.1733548,-72.47196563,-18.15021512,19.26427035,35.0352262,1688
126.78467,115.0280818,-72.48047551,-18.16498435,19.21918513,35.03720258,196
128.2271269,116.8469919,-72.48860445,-18.17961335,19.17538065,35.03890532,64
129.7846618,118.8153256,-72.49717864,-18.19559061,19.13418213,35.04049339,37
131.1129065,120.457725,-72.50464916,-18.20869916,19.10479984,35.04167724,2
132.5505911,122.2273587,-72.51267564,-18.22283462,19.07670286,35.04276452,104
134.0854253,124.0946478,-72.52129279,-18.23764504,19.05370579,35.04371816,0
109.851993,101.6796562,-72.69379107,-17.83303661,18.38475645,34.97387827,0
107.8519501,99.76048791,-72.68452491,-17.81726648,18.37858692,34.96930945,0
105.9921287,97.98044515,-72.67596819,-17.80256062,18.37304876,34.96505155,0
104.3096025,96.37520101,-72.66831575,-17.78919634,18.36818476,34.96118024,0
102.4151704,94.57321416,-72.65977506,-17.77409593,18.36076117,34.95680636,0
100.5760504,92.82981034,-72.65156512,-17.75937868,18.3515864,34.95254322,0
98.82831381,91.17306719,-72.64364467,-17.74546701,18.34141796,34.94853273,54
96.9962823,89.43938402,-72.63531507,-17.73089841,18.32905675,34.94443829,50
94.72974132,87.29566313,-72.62486543,-17.71296543,18.31123516,34.93937544,154
93.57473691,86.22031464,-72.62,-17.70351574,18.29997002,34.93660651,194
93.25368373,85.46845585,-72.60431995,-17.71033661,18.31932731,34.93981344,226
94.44093087,86.85004607,-72.61801544,-17.71435,18.3175067,34.94026518,319
134.7103701,113.3868697,-73.21448987,-17.76667102,17.86600809,34.90713702,0
136.2559506,115.0060201,-73.22770105,-17.77660105,17.85336454,34.90935448,0
137.8522022,116.6781883,-73.24141468,-17.7867709,17.84067715,34.91152962,0
139.4335815,118.3350976,-73.25510712,-17.79674522,17.82846708,34.91356277,0
141.0274033,120.0068474,-73.2688604,-17.80679027,17.81654768,34.91552771,0
142.6114863,121.668336,-73.28255995,-17.81670995,17.81418093,34.91737566,0
144.2161803,123.3495463,-73.29634289,-17.82674207,17.8180084,34.91916481,186
145.8158615,125.024053,-73.3100288,-17.83671213,17.82182496,34.92085926,141
147.4282552,126.7112838,-73.32383484,-17.84670606,17.82561639,34.92246593,80
149.0332605,128.3954501,-73.33767779,-17.85660556,17.82929974,34.92395893,23
150.6200252,130.0609806,-73.35148863,-17.86628687,17.83791956,34.92531273,104
152.2346102,131.7538063,-73.36545695,-17.87612362,17.85576056,34.92660969,799
153.8480742,133.4429223,-73.37927541,-17.88596694,17.87447632,34.92783784,202
155.4713276,135.1410579,-73.39315127,-17.89583461,17.89419874,34.92898245,202
157.0875787,136.8308342,-73.40695649,-17.90561883,17.91472123,34.93002917,27
158.7274894,138.5439567,-73.42092219,-17.91552035,17.93643958,34.93100407,0
37.98190843,27.13360045,-73.70512202,-16.58380377,17.17103766,34.8981593,0
37.77062469,27.91450275,-73.72205379,-16.58141667,17.11149584,34.90212564,0
37.6440979,28.72452622,-73.73853983,-16.57905,17.05246884,34.9059328,0
37.59535812,29.56469686,-73.75630306,-16.57644507,16.98763684,34.90996913,0
37.65328238,30.17771098,-73.77299553,-16.57413333,16.92658157,34.91096823,0
37.81660269,30.42593632,-73.79162038,-16.57153333,16.91623705,34.90663248,0
38.00275316,30.68392085,-73.80438957,-16.5698757,16.91061768,34.90371626,35
38.39004327,31.1902297,-73.824,-16.5674,16.9014105,34.89925904,61
38.76577037,31.54476447,-73.84146088,-16.56458895,16.88826817,34.89493944,51
39.1572077,31.93451112,-73.85723236,-16.56182108,16.87382785,34.89089371,46
39.69107167,32.48357061,-73.87412301,-16.55923333,16.85976369,34.88675091,20
40.34190113,33.16750392,-73.89193713,-16.55656667,16.84420756,34.88239729,17
41.08979533,33.80675775,-73.91021776,-16.5538,16.82680466,34.87789232,11
42.57440749,34.96240347,-73.92162618,-16.56263928,16.9136817,34.88106366,16
44.55953077,36.82115845,-73.93119628,-16.57798609,17.05506424,34.88827067,15
46.23633293,38.41537972,-73.93897303,-16.59113969,17.16695966,34.89456121,4
47.82047733,39.87282466,-73.94755002,-16.6028,17.26415159,34.89991781,3
49.45561409,41.26718912,-73.95918269,-16.61308269,17.35216608,34.90406795,5
51.05961624,42.63981433,-73.97088055,-16.62295,17.42969547,34.90801779,28
52.76853655,44.12334278,-73.98325002,-16.63348335,17.50346545,34.91230367,0
53.60411037,44.677318,-73.99376667,-16.63561667,17.52691987,34.91201883,0
54.99859848,46.38447737,-73.99155,-16.65235,17.60440719,34.92207144,0
55.98650373,47.71581294,-73.98640325,-16.66624025,17.67023098,34.93086222,0
87.7267418,66.26226352,-76.14693221,-15.46450777,15.99056778,34.90956378,0
86.33975419,64.63447365,-76.13032297,-15.46031982,16.00272107,34.90688925,0
71.79761616,49.60316719,-75.99122332,-15.40219499,16.06580077,34.8845674,0
69.98789135,47.85772559,-75.9765193,-15.39390088,16.07643954,34.88241454,0
68.17264802,46.08155824,-75.96191533,-15.38522817,16.08636723,34.88034231,0
66.37082619,44.32096413,-75.94742184,-15.37658678,16.09198404,34.87839,0
64.54375466,42.54655161,-75.93266282,-15.36794188,16.09371964,34.87652314,124
62.73657817,40.8024279,-75.91801195,-15.35948732,16.09151796,34.87478621,160
60.93517744,39.07819908,-75.90334146,-15.35119146,16.06029924,34.87316321,185
59.20332322,37.39918443,-75.88942926,-15.3427126,16.00441438,34.87168688,100
58.5349706,36.50186885,-75.88889007,-15.33260674,15.97947698,34.87112447,209
59.78400206,37.66087495,-75.90408684,-15.33358333,16.02087974,34.87214998,117
60.81869206,38.6133228,-75.91914124,-15.33167543,16.02877545,34.87300749,90
62.07525904,39.73627627,-75.93475981,-15.33182352,16.02071948,34.87402807,112
62.38972527,39.90373605,-75.94483333,-15.3249,16.00293942,34.87413963,13
62.11665108,39.53886176,-75.94829252,-15.31705459,15.98791435,34.87372943,25
60.61349111,38.1473415,-75.9316762,-15.31515,15.98892064,34.8726211,2
59.11342619,36.77941027,-75.91488258,-15.31326086,15.98894712,34.87160353,5
57.61131969,35.40484413,-75.8977473,-15.31146577,15.95278633,34.87059832,2
56.2148343,34.08426747,-75.88143021,-15.30994896,15.90770584,34.87032578,2
54.74105143,32.7171915,-75.86400823,-15.3083,15.85957343,34.87084572,2
53.29825352,31.4256759,-75.84693617,-15.30665,15.81239964,34.87133526,2
51.77167508,30.20783869,-75.82993952,-15.30513333,15.76578854,34.87180762,1
50.79988353,29.56506542,-75.82062882,-15.30427627,15.7402236,34.87205797,1
48.19360526,27.21317583,-75.79922055,-15.29233037,15.65939687,34.87218475,3
46.40357012,25.63275954,-75.78447791,-15.28415749,15.60422576,34.87217304,1
44.60834926,24.07767165,-75.76968117,-15.27592078,15.54908133,34.87207671,3
42.81221831,22.55580534,-75.75487211,-15.26760737,15.48698319,34.87189286,4
41.03171617,21.0982877,-75.74014789,-15.25939789,15.42305073,34.87163023,1
39.53644554,19.60180556,-75.72931667,-15.24894453,15.36768255,34.87108941,4
38.94712297,18.10318275,-75.73271667,-15.23321855,15.34721518,34.87001982,1
37.76996036,16.55235057,-75.7348511,-15.21699779,15.32236712,34.86895492,1
36.6759857,15.07844145,-75.73748333,-15.20068275,15.29974338,34.86791038,4
35.62591755,13.70230169,-75.74,-15.18455632,15.27781579,34.86690581,0
34.5759476,12.40738585,-75.74223505,-15.16829313,15.25525854,34.86591578,0
33.59723743,11.26298102,-75.74465,-15.15188711,15.23380645,34.86494577,0
32.71030811,10.0900033,-75.74713333,-15.13565406,15.21366823,34.86401524,0
31.9374753,8.991055716,-75.74985,-15.1196422,15.19566305,34.86313323,0
31.24002159,8.136624921,-75.75259501,-15.10340999,15.1829448,34.86226908,1
30.64358137,7.236482322,-75.75540254,-15.08721158,15.17178751,34.8614401,0
29.24757909,6.446258781,-75.75828624,-15.07102462,15.16022096,34.86064664,1
27.72596532,5.389168295,-75.76077976,-15.05474405,15.14625558,34.85985822,3
26.19621738,4.225095468,-75.76289572,-15.03847952,15.13024919,34.85907543,6
24.66279391,2.970629512,-75.76488333,-15.02212545,15.11309171,34.85830272,6
23.07935149,1.910851981,-75.76691667,-15.00580055,15.09561534,34.85857439,6
21.50924793,0.566084198,-75.76894496,-14.98938178,15.07496539,34.86083398,2
19.85367756,-1.66102131,-75.76772773,-14.97329985,15.04892068,34.86282771,3
18.05650243,-2.552263589,-75.76286216,-14.95746982,15.02729557,34.86455496,11
16.27024286,-4.11927384,-75.75809077,-14.94161307,15.00874648,34.86630618,17
14.50922605,-5.830952866,-75.75362575,-14.92571059,14.99369077,34.86809664,10
12.75808345,-7.359832544,-75.74907949,-14.90975514,14.9810763,34.86990247,18
11.04049413,-8.91305276,-75.74463743,-14.89377896,14.97131423,34.87173084,8
11.90362577,-8.033043032,-75.7565497,-14.89426652,14.99232232,34.87237177,5
13.64605747,-6.396235345,-75.77144646,-14.9022149,15.01163938,34.87222975,12
15.28215825,-4.843168576,-75.78588891,-14.91033333,14.99615079,34.87206078,11
16.71344162,-3.166153718,-75.79987972,-14.9174,14.98450669,34.87201874,4
18.01502654,-1.643285059,-75.81265,-14.92415,14.97752689,34.87195917,1
19.38066369,0.426156681,-75.82491667,-14.93151134,14.97523896,34.87180863,1
20.35745631,-1.569141528,-75.83773333,-14.93404836,14.96727679,34.87230112,11
19.71917828,-0.73456174,-75.8397,-14.92571667,14.95025848,34.87344432,0
21.67100376,1.920925984,-75.85743045,-14.93476089,14.95055387,34.8734545,0
23.43667618,3.698232444,-75.86367688,-14.95018709,14.97995459,34.87199524,0
25.15918535,5.441492317,-75.87105962,-14.96420876,15.00921981,34.8707967,0
26.61762654,6.533061928,-75.88716963,-14.96878432,15.01588603,34.87131667,0
28.29688114,7.920577525,-75.90246796,-14.97617564,15.03555596,34.87219977,1
29.09391581,8.634876514,-75.90955602,-14.97974998,15.04774632,34.87264268,1
98.57940448,75.5702087,-76.7356965,-15.0566965,17.40483916,34.99998402,0
96.76421353,73.7545792,-76.72131261,-15.04802297,17.37785221,34.99860343,0
94.93152476,71.92148155,-76.70678931,-15.03926509,17.35151795,34.99730941,0
93.13813037,70.12772976,-76.69256984,-15.03070661,17.32662892,34.99613871,0
91.31729242,68.30658211,-76.6781147,-15.02204804,17.30223698,34.99504417,0
89.49254798,66.48156284,-76.66366013,-15.01331013,17.27873791,34.99405451,0
87.68193025,64.6707373,-76.64931256,-15.0046459,17.25631593,34.99098673,0
85.8519071,62.84058137,-76.63479025,-14.99592453,17.23453763,34.98739891,0
84.03486342,61.02348685,-76.62032623,-14.98734527,17.21019336,34.98400537,0
82.22421535,59.21286141,-76.60586031,-14.97889233,17.16966123,34.98079252,0
80.39061629,57.37937252,-76.59124597,-14.97026398,17.12394905,34.97768177,0
78.5652989,55.55426817,-76.57669758,-14.96167142,17.07292475,34.97473929,0
76.73525778,53.7245908,-76.56215458,-14.95297125,17.02271246,34.97193131,0
74.98645972,51.97629542,-76.54825987,-14.94464773,16.97559472,34.9693926,2046
73.21187579,50.20247087,-76.53421837,-14.93608503,16.9286876,34.9669462,1298
71.426102,48.41770981,-76.52008504,-14.9274678,16.88236705,34.96463415,0
69.63682185,46.62964037,-76.50586831,-14.91893416,16.83679925,34.96248127,0
67.79910307,44.79340937,-76.49123075,-14.91023247,16.79088687,34.95999399,0
66.0338991,43.02976155,-76.47709067,-14.90202467,16.74574683,34.9567757,0
64.18387247,41.18123792,-76.46211523,-14.89372428,16.69321375,34.95363424,195
62.37354331,39.37253463,-76.44742816,-14.88566408,16.6427715,34.95077169,1
60.52732811,37.52768179,-76.43229596,-14.87774731,16.59209156,34.948074,60
58.72564162,35.72711949,-76.41743108,-14.87021516,16.54343294,34.94564652,2
56.88143962,33.88637082,-76.40267076,-14.86159371,16.49549068,34.9433506,37
55.09752576,32.10722266,-76.3885072,-14.85301351,16.45036794,34.9413382,73
53.25033744,30.26546453,-76.37373361,-14.84433361,16.40450073,34.93947579,53
51.45112963,28.47281101,-76.35934447,-14.83586482,16.36086824,34.93787561,48
49.6392674,26.66860761,-76.34479818,-14.82743828,16.30672448,34.93647561,44
47.82645313,24.86543081,-76.33025452,-14.81897118,16.18088169,34.93528858,44
45.99762579,23.04923168,-76.31561307,-14.8103464,16.00404081,34.93431046,22
44.20134478,21.26921156,-76.3012619,-14.80178928,15.83348138,34.93356674,21
42.41198472,19.5085749,-76.28735367,-14.79238517,15.66849841,34.93308502,30
40.64792939,17.80054044,-76.27429016,-14.78157349,15.51219456,34.93292511,49
40.96128181,18.11769676,-76.28290365,-14.76826118,15.56836233,34.93373387,26
41.55168081,18.20919253,-76.29340871,-14.75530796,15.64091647,34.93436312,31
42.44863014,18.33549348,-76.30568333,-14.74408333,15.73142281,34.93473639,61
43.45247393,18.69022277,-76.31836985,-14.73309682,15.82305008,34.93486755,52
44.50873747,18.96602786,-76.33104351,-14.72215325,15.91123034,34.93475692,29
45.20564616,19.34600383,-76.34358715,-14.71130643,15.9588909,34.93440986,23
45.71754025,19.62930225,-76.3559209,-14.70064576,15.95927247,34.93377667,43
45.53081408,20.04617945,-76.36879022,-14.69030978,15.96160862,34.93312408,30
45.55889247,20.58618579,-76.38267761,-14.68085572,15.92494153,34.93252567,91
45.66478278,21.272299,-76.39655368,-14.67146483,15.88795177,34.93197592,61
45.82353928,22.0705146,-76.41032503,-14.66193055,15.85207747,34.93147048,53
45.81769303,22.64156154,-76.42242275,-14.6510045,15.80321724,34.93100369,35
45.26289256,22.62212369,-76.43004875,-14.6365525,15.71662248,34.93056215,31
44.7701327,22.75497538,-76.43786335,-14.62184327,15.63084888,34.93015244,21
43.74828168,22.29175281,-76.4396021,-14.60577702,15.51666393,34.92979863,13
42.72832822,21.74122951,-76.44103333,-14.58937374,15.39942095,34.92944901,4
41.92365665,21.47611027,-76.44401124,-14.57335814,15.29124165,34.92911386,2
42.12549304,22.10547621,-76.4553169,-14.56117465,15.24411639,34.92887928,27
42.32838833,22.73700481,-76.4659812,-14.5488032,15.19577787,34.92868853,23
42.63283719,23.33798938,-76.47694351,-14.53641807,15.2531374,34.92854605,8
43.00761438,23.91216232,-76.48804916,-14.52368417,15.36528891,34.92844858,10
42.16907666,23.79115065,-76.49365197,-14.50822742,15.44454917,34.92831582,8
41.36975093,23.62280166,-76.49721451,-14.49695648,15.4950068,34.92816844,1
232.4980581,177.0064244,-79.18227907,-12.79689146,19.00035269,35.08535577,0
234.1604241,178.7454758,-79.19487716,-12.80685525,19.00759039,35.08541575,0
235.9347609,180.5464324,-79.20926059,-12.81497928,19.0010878,35.0857534,0
237.7261465,182.3659848,-79.2237497,-12.82325819,18.99365259,35.08603233,0
239.5628558,184.2299804,-79.23862335,-12.83168982,18.98516189,35.08697215,0
241.3363019,186.0269788,-79.25302573,-12.83971515,18.97616191,35.0879646,0
243.1781528,187.8907508,-79.26802133,-12.847944,18.96410146,35.08906213,0
244.9600864,189.7005999,-79.28239746,-12.8562404,18.94834226,35.09012488,0
246.7809582,191.5468689,-79.29713587,-12.8645846,18.93340249,35.09128136,0
248.549319,193.3414281,-79.31141144,-12.87277811,18.91977101,35.09244122,0
250.352974,195.174015,-79.32592015,-12.88126007,18.90673692,35.09365749,0
251.473293,196.3084932,-79.335,-12.88635,18.90134595,35.09446321,0
253.9604314,198.8293753,-79.35510131,-12.89778399,18.89242167,35.09797813,0
255.7496119,200.6375172,-79.36965591,-12.90576129,18.88579133,35.10086876,0
257.5599264,202.4701681,-79.38431312,-12.91400319,18.87844947,35.10375354,0
259.3602462,204.2924674,-79.39888622,-12.92220144,18.87071609,35.10657143,0
261.1736067,206.1280608,-79.41355512,-12.93047756,18.86247006,35.10935929,0
262.9742532,207.9497468,-79.42813458,-12.93865597,18.85390223,35.11207431,0
264.7493769,209.7444938,-79.44252325,-12.94667325,18.84509654,35.11469885,0
266.5579368,211.5731241,-79.45717439,-12.95485772,18.83567809,35.11732309,0
268.363064,213.3996687,-79.47176155,-12.96311155,18.82573412,35.1198953,0
270.1379844,215.195519,-79.4861,-12.97123333,18.83703344,35.12237475,0
271.9715173,217.048227,-79.50095679,-12.97950679,18.85040017,35.12487931,0
273.6820373,218.7771985,-79.51479857,-12.98726595,18.8632339,35.12717023,0
275.5122491,220.6279958,-79.52958378,-12.99562522,18.88317535,35.1293472,0
277.3087174,222.4472579,-79.54403231,-13.00398282,18.90127382,35.13022204,0
279.1099142,224.272955,-79.55847421,-13.01246614,18.91798662,35.1310933,0
280.9110372,226.1010653,-79.572851,-13.0211005,18.93318123,35.13196201,0
282.686791,227.8946833,-79.58721352,-13.02914843,18.94751137,35.13277025,0
284.5023535,229.7249382,-79.60197326,-13.03718993,18.96115672,35.13356936,0
286.2808828,231.5243416,-79.61627808,-13.04543714,18.97195084,35.13436613,0
288.0750992,233.328033,-79.63097047,-13.05312047,18.97548799,35.13511042,0
289.880684,235.1556642,-79.64546044,-13.06156355,18.9771111,35.13589748,0
291.663387,236.9581984,-79.65980482,-13.06980321,18.97785852,35.13665416,0
293.4225386,238.7310802,-79.67409186,-13.0776126,18.97811471,35.13736514,0
295.1968966,240.5256415,-79.68834563,-13.0858623,18.97686575,35.1380955,0
297.0158149,242.3641111,-79.7029782,-13.09426495,18.97466048,35.13882668,0
298.8134984,244.1756808,-79.7175657,-13.1022657,18.97197491,35.13951487,0
300.6477431,246.018919,-79.73257229,-13.11013521,18.96873159,35.14018355,0
302.4346223,247.8146602,-79.74718628,-13.11781209,18.96461421,35.14082285,0
304.2397198,249.6407105,-79.76164736,-13.12628157,18.95711791,35.14150334,0
306.0698141,251.4898221,-79.77635719,-13.13474924,18.95067702,35.14217129,0
307.8739287,253.3110694,-79.79089263,-13.14301176,18.94640705,35.14281045,0
309.6749664,255.1276256,-79.80543796,-13.15117531,18.94232268,35.14342951,0
311.4643083,256.9413224,-79.81965379,-13.15983523,18.9378465,35.14406647,0
174.4842178,117.8652967,-78.70886667,-12.53226667,18.43181646,35.08653842,2
176.4196419,119.7989658,-78.72531101,-12.53935,18.41340292,35.0853615,0
178.1447257,121.5838559,-78.73928531,-12.54783465,18.38625254,35.08390861,0
179.912591,123.4065221,-78.75365675,-12.55633558,18.35714966,35.082339,0
181.6737018,125.2227899,-78.76794615,-12.56485854,18.35701567,35.08065842,0
183.4458664,127.0451162,-78.78236699,-12.57327516,18.39018453,35.07888321,0
185.2418606,128.8937631,-78.79694075,-12.58190371,18.42110126,35.07695718,0
186.9810223,130.686027,-78.81100844,-12.59036948,18.44839028,35.07580644,0
188.7836339,132.5376887,-78.82564249,-12.59895458,18.47447907,35.07536205,0
190.5608979,134.3614586,-78.84007566,-12.60737949,18.49777464,35.07479425,0
192.3414185,136.1837289,-78.85457943,-12.61566472,18.51896948,35.07409593,0
193.3237425,137.1860409,-78.86261369,-12.62013036,18.52985472,35.07365596,0
195.925722,139.8414792,-78.88386829,-12.63201165,18.55503108,35.07230863,0
197.7227606,141.6707741,-78.89859288,-12.64006311,18.56981813,35.07122473,0
199.510378,143.4913196,-78.91321701,-12.64812517,18.57924735,35.0700224,0
201.2981358,145.3164531,-78.92776912,-12.65638497,18.58609252,35.06994707,0
203.1048527,147.1586129,-78.94249384,-12.66466256,18.59229967,35.0712532,0
204.8928615,148.9784322,-78.95709911,-12.67274415,18.59786,35.07250294,0
206.6893209,150.8000513,-78.97185893,-12.68060595,18.6032813,35.07372989,0
208.4690556,152.6045486,-78.98647466,-12.68840266,18.60779437,35.07489477,0
210.2648272,154.4268096,-79.00119095,-12.69634698,18.61128705,35.07601242,0
212.0652636,156.2590027,-79.01585837,-12.70454585,18.61587901,35.07705882,0
213.8718585,158.1037339,-79.03046954,-12.71305747,18.63863283,35.07802729,0
215.6398643,159.9093367,-79.04475055,-12.72142241,18.66147326,35.07891883,0
217.4463391,161.7528215,-79.05934979,-12.72993323,18.7011734,35.07977971,0
219.2253596,163.568731,-79.07370669,-12.73835669,18.73953164,35.08056992,0
221.0252264,165.4045159,-79.08824027,-12.7468412,18.77739163,35.08131987,0
222.8316116,167.2426045,-79.10288294,-12.75518863,18.81455168,35.08203763,0
224.6137758,169.0509251,-79.11740117,-12.76321725,18.85045626,35.08271777,0
226.4209967,170.8814875,-79.13216635,-12.77123323,18.88604641,35.08337069,0
228.2514771,172.7311901,-79.14718666,-12.77916833,18.92133062,35.08400208,0
230.0390275,174.5421203,-79.16177035,-12.78713701,18.95464026,35.08454124,0
231.7957038,176.3533642,-79.17555508,-12.79642174,18.98483428,35.08483661,0
312.4357125,257.9459808,-79.82685,-13.16575614,18.93431788,35.1444842,0
311.0137811,256.2544755,-79.82197092,-13.14369183,18.95202417,35.14301533,0
309.7460004,254.8175523,-79.81571716,-13.12835147,18.96428895,35.14196982,0
308.4797133,253.3808943,-79.80944576,-13.11295394,18.98551675,35.14090956,0
307.2151072,251.9463334,-79.8031166,-13.09759989,19.0070592,35.13984087,0
305.6921943,250.5197154,-79.79679464,-13.08228392,19.02893445,35.13876384,0
304.0865737,249.1078785,-79.79047153,-13.06714793,19.05092772,35.13768802,0
302.4712323,247.6861511,-79.78396392,-13.05205844,19.07322625,35.13660266,0
300.82173,246.2373742,-79.77730174,-13.0366368,19.09642117,35.13548183,0
299.2116302,244.8260299,-79.77077675,-13.02157675,19.11946909,35.13437588,0
297.5690701,243.3854446,-79.7639894,-13.00633486,19.14320485,35.13324292,0
295.9300461,241.9488722,-79.75713613,-12.99118893,19.16700245,35.13210404,0
