-12.722,-76.631
-12.722,-76.631
-12.721,-76.631
-12.721,-76.631
-12.721,-76.631
-12.721,-76.631
-12.72,-76.631
-12.72,-76.632
-12.72,-76.632
-12.72,-76.632
-12.719,-76.632
-12.719,-76.632
-12.718,-76.632
-12.718,-76.632
-12.718,-76.632
-12.718,-76.633
-12.718,-76.633
-12.718,-76.633
-12.717,-76.633
-12.717,-76.633
-12.717,-76.633
-12.717,-76.633
-12.716,-76.633
-12.716,-76.634
-12.716,-76.634
-12.716,-76.634
-12.715,-76.634
-12.715,-76.635
-12.715,-76.635
-12.715,-76.635
-12.715,-76.635
-12.715,-76.635
-12.715,-76.635
-12.715,-76.636
-12.714,-76.636
-12.714,-76.636
-12.714,-76.636
-12.714,-76.637
-12.714,-76.637
-12.714,-76.637
-12.713,-76.637
-12.713,-76.637
-12.713,-76.637
-12.713,-76.637
-12.713,-76.637
-12.713,-76.638
-12.713,-76.638
-12.713,-76.638
-12.712,-76.638
-12.712,-76.638
-12.712,-76.638
-12.712,-76.639
-12.712,-76.639
-12.712,-76.638
-12.712,-76.638
-12.712,-76.639
-12.711,-76.639
-12.711,-76.639
-12.711,-76.639
-12.711,-76.639
-12.711,-76.639
-12.711,-76.64
-12.71,-76.64
-12.71,-76.64
-12.71,-76.64
-12.71,-76.64
-12.71,-76.64
-12.71,-76.64
-12.709,-76.64
-12.709,-76.641
-12.709,-76.641
-12.709,-76.641
-12.709,-76.641
-12.709,-76.642
-12.708,-76.642
-12.708,-76.642
-12.708,-76.642
-12.708,-76.642
-12.708,-76.642
-12.708,-76.643
-12.708,-76.643
-12.708,-76.643
-12.707,-76.643
-12.707,-76.643
-12.707,-76.643
-12.707,-76.644
-12.707,-76.644
-12.707,-76.644
-12.707,-76.644
-12.707,-76.645
-12.706,-76.645
-12.706,-76.645
-12.706,-76.645
-12.706,-76.645
-12.706,-76.645
-12.706,-76.646
-12.705,-76.646
-12.705,-76.646
-12.705,-76.646
-12.705,-76.647
-12.705,-76.647
-12.705,-76.647
-12.705,-76.647
-12.705,-76.647
-12.704,-76.647
-12.704,-76.648
-12.704,-76.648
-12.704,-76.648
-12.704,-76.648
-12.704,-76.648
-12.703,-76.648
-12.703,-76.648
-12.703,-76.648
-12.703,-76.649
-12.703,-76.649
-12.703,-76.649
-12.703,-76.649
-12.703,-76.65
-12.702,-76.65
-12.702,-76.65
-12.702,-76.65
-12.702,-76.65
-12.702,-76.65
-12.702,-76.651
-12.702,-76.651
-12.702,-76.651
-12.701,-76.651
-12.701,-76.652
-12.701,-76.652
-12.701,-76.652
-12.701,-76.652
-12.701,-76.653
-12.7,-76.653
-12.7,-76.653
-12.7,-76.653
-12.7,-76.654
-12.7,-76.654
-12.7,-76.655
-12.7,-76.655
-12.7,-76.657
-12.699,-76.657
-12.699,-76.657
-12.698,-76.657
-12.698,-76.657
-12.697,-76.657
-12.697,-76.657
-12.695,-76.657
-12.695,-76.657
-12.695,-76.657
-12.695,-76.658
-12.695,-76.658
-12.695,-76.658
-12.695,-76.658
-12.695,-76.658
-12.694,-76.658
-12.694,-76.658
-12.693,-76.658
-12.693,-76.658
-12.693,-76.658
-12.693,-76.657
-12.693,-76.657
-12.693,-76.657
-12.693,-76.657
-12.693,-76.657
-12.692,-76.657
-12.692,-76.656
-12.692,-76.656
-12.692,-76.656
-12.691,-76.656
-12.691,-76.655
-12.69,-76.655
-12.69,-76.656
-12.688,-76.656
-12.688,-76.656
-12.687,-76.656
-12.687,-76.656
-12.687,-76.656
-12.687,-76.657
-12.686,-76.657
-12.686,-76.657
-12.686,-76.657
-12.686,-76.657
-12.686,-76.657
-12.686,-76.657
-12.685,-76.657
-12.685,-76.658
-12.685,-76.658
-12.685,-76.658
-12.685,-76.658
-12.685,-76.658
-12.685,-76.658
-12.685,-76.659
-12.685,-76.659
-12.685,-76.659
-12.685,-76.659
-12.685,-76.66
-12.684,-76.66
-12.684,-76.66
-12.684,-76.66
-12.684,-76.661
-12.684,-76.661
-12.684,-76.662
-12.684,-76.662
-12.684,-76.661
-12.683,-76.661
-12.683,-76.662
-12.683,-76.662
-12.683,-76.661
-12.682,-76.661
-12.682,-76.662
-12.68,-76.662
-12.68,-76.662
-12.68,-76.662
-12.68,-76.662
-12.679,-76.662
-12.679,-76.661
-12.678,-76.661
-12.678,-76.662
-12.677,-76.662
-12.677,-76.662
-12.677,-76.662
-12.677,-76.662
-12.676,-76.662
-12.676,-76.662
-12.675,-76.662
-12.675,-76.663
-12.674,-76.663
-12.674,-76.663
-12.674,-76.663
-12.674,-76.663
-12.674,-76.663
-12.674,-76.664
-12.673,-76.664
-12.673,-76.664
-12.673,-76.664
-12.673,-76.664
-12.673,-76.664
-12.673,-76.665
-12.672,-76.665
-12.672,-76.665
-12.671,-76.665
-12.671,-76.666
-12.671,-76.666
-12.671,-76.666
-12.67,-76.666
-12.67,-76.666
-12.669,-76.666
-12.669,-76.667
-12.669,-76.667
-12.669,-76.667
-12.668,-76.667
-12.668,-76.667
-12.668,-76.667
-12.668,-76.667
-12.668,-76.667
-12.668,-76.668
-12.668,-76.668
-12.668,-76.668
-12.667,-76.668
-12.667,-76.668
-12.667,-76.668
-12.667,-76.668
-12.667,-76.668
-12.667,-76.669
-12.667,-76.669
-12.667,-76.669
-12.666,-76.669
-12.666,-76.669
-12.666,-76.669
-12.666,-76.67
-12.665,-76.67
-12.665,-76.67
-12.665,-76.67
-12.665,-76.67
-12.665,-76.67
-12.665,-76.671
-12.665,-76.671
-12.665,-76.671
-12.664,-76.671
-12.664,-76.672
-12.664,-76.672
-12.664,-76.672
-12.664,-76.672
-12.664,-76.672
-12.663,-76.672
-12.663,-76.672
-12.662,-76.672
-12.662,-76.673
-12.662,-76.673
-12.662,-76.673
-12.66,-76.673
-12.66,-76.673
-12.66,-76.673
-12.66,-76.673
-12.659,-76.673
-12.659,-76.673
-12.659,-76.673
-12.659,-76.672
-12.658,-76.672
-12.658,-76.672
-12.658,-76.672
-12.658,-76.672
-12.658,-76.672
-12.658,-76.672
-12.658,-76.672
-12.658,-76.671
-12.657,-76.671
-12.657,-76.671
-12.656,-76.671
-12.656,-76.671
-12.656,-76.671
-12.656,-76.672
-12.656,-76.672
-12.656,-76.672
-12.655,-76.672
-12.655,-76.672
-12.655,-76.672
-12.655,-76.672
-12.655,-76.672
-12.655,-76.673
-12.655,-76.673
-12.655,-76.673
-12.654,-76.673
-12.654,-76.673
-12.654,-76.673
-12.654,-76.673
-12.653,-76.673
-12.653,-76.674
-12.653,-76.674
-12.653,-76.674
-12.652,-76.674
-12.652,-76.675
-12.65,-76.675
-12.65,-76.674
-12.65,-76.674
-12.65,-76.674
-12.649,-76.674
-12.649,-76.674
-12.648,-76.674
-12.648,-76.673
-12.648,-76.673
-12.648,-76.673
-12.648,-76.673
-12.648,-76.671
-12.647,-76.671
-12.647,-76.671
-12.645,-76.671
-12.645,-76.671
-12.644,-76.671
-12.644,-76.671
-12.644,-76.671
-12.644,-76.671
-12.644,-76.671
-12.644,-76.671
-12.643,-76.671
-12.643,-76.67
-12.643,-76.67
-12.643,-76.671
-12.643,-76.671
-12.643,-76.671
-12.639,-76.671
-12.639,-76.671
-12.637,-76.671
-12.637,-76.672
-12.635,-76.672
-12.635,-76.672
-12.633,-76.672
-12.633,-76.672
-12.632,-76.672
-12.632,-76.672
-12.631,-76.672
-12.631,-76.673
-12.631,-76.673
-12.631,-76.673
-12.63,-76.673
-12.63,-76.673
-12.63,-76.673
-12.63,-76.673
-12.629,-76.673
-12.629,-76.674
-12.628,-76.674
-12.628,-76.674
-12.628,-76.674
-12.628,-76.674
-12.628,-76.674
-12.628,-76.675
-12.627,-76.675
-12.627,-76.675
-12.627,-76.675
-12.627,-76.676
-12.627,-76.676
-12.627,-76.676
-12.626,-76.676
-12.626,-76.677
-12.626,-76.677
-12.626,-76.678
-12.625,-76.678
-12.625,-76.677
-12.624,-76.677
-12.624,-76.677
-12.623,-76.677
-12.623,-76.677
-12.623,-76.677
-12.623,-76.678
-12.622,-76.678
-12.622,-76.678
-12.622,-76.678
-12.622,-76.679
-12.622,-76.679
-12.622,-76.679
-12.621,-76.679
-12.621,-76.68
-12.621,-76.68
-12.621,-76.681
-12.621,-76.681
-12.621,-76.682
-12.62,-76.682
-12.62,-76.682
-12.62,-76.682
-12.62,-76.682
-12.62,-76.682
-12.62,-76.682
-12.62,-76.682
-12.62,-76.683
-12.619,-76.683
-12.619,-76.683
-12.619,-76.683
-12.619,-76.683
-12.618,-76.683
-12.618,-76.684
-12.618,-76.684
-12.618,-76.684
-12.618,-76.684
-12.618,-76.684
-12.618,-76.684
-12.618,-76.685
-12.618,-76.685
-12.618,-76.685
-12.617,-76.685
-12.617,-76.685
-12.616,-76.685
-12.616,-76.686
-12.615,-76.686
-12.615,-76.686
-12.615,-76.686
-12.615,-76.687
-12.614,-76.687
